Time stamp;Contador;RSSI_DL;RSSI_UL;Perdas;PSR
23/01/2026 17:21:37;1;-52;-55;0;100.0
23/01/2026 17:21:38;2;-52;-55;0;100.0
23/01/2026 17:21:39;3;-52;-55;0;100.0
23/01/2026 17:21:40;4;-52;-55;0;100.0
23/01/2026 17:21:41;5;-52;-55;0;100.0
23/01/2026 17:21:42;6;-52;-55;0;100.0
23/01/2026 17:21:43;7;-52;-55;0;100.0
23/01/2026 17:21:44;8;-52;-55;0;100.0
23/01/2026 17:21:45;9;-52;-55;0;100.0
23/01/2026 17:21:46;10;-52;-55;0;100.0
23/01/2026 17:21:47;11;-52;-55;0;100.0
23/01/2026 17:21:48;12;-52;-55;0;100.0
23/01/2026 17:21:49;13;-52;-55;0;100.0
23/01/2026 17:21:50;14;-52;-55;0;100.0
23/01/2026 17:21:51;15;-52;-55;0;100.0
23/01/2026 17:21:52;16;-52;-55;0;100.0
23/01/2026 17:21:53;17;-52;-55;0;100.0
23/01/2026 17:21:54;18;-52;-55;0;100.0
23/01/2026 17:21:55;19;-52;-55;0;100.0
23/01/2026 17:21:56;20;-52;-55;0;100.0
23/01/2026 17:21:57;21;-52;-55;0;100.0
23/01/2026 17:21:58;22;-52;-55;0;100.0
23/01/2026 17:21:59;23;-52;-55;0;100.0
23/01/2026 17:22:00;24;-52;-55;0;100.0
23/01/2026 17:22:01;25;-52;-55;0;100.0
23/01/2026 17:22:02;26;-52;-55;0;100.0
23/01/2026 17:22:03;27;-52;-55;0;100.0
23/01/2026 17:22:04;28;-52;-55;0;100.0
23/01/2026 17:22:05;29;-52;-55;0;100.0
23/01/2026 17:22:06;30;-52;-55;0;100.0
23/01/2026 17:22:07;31;-52;-55;0;100.0
23/01/2026 17:22:08;32;-52;-55;0;100.0
23/01/2026 17:22:09;33;-52;-55;0;100.0
23/01/2026 17:22:10;34;-52;-55;0;100.0
23/01/2026 17:22:11;35;-52;-55;0;100.0
23/01/2026 17:22:12;36;-52;-55;0;100.0
23/01/2026 17:22:13;37;-52;-55;0;100.0
23/01/2026 17:22:14;38;-52;-55;0;100.0
23/01/2026 17:22:15;39;-52;-55;0;100.0
23/01/2026 17:22:16;40;-52;-55;0;100.0
23/01/2026 17:22:17;41;-52;-55;0;100.0
23/01/2026 17:22:18;42;-52;-55;0;100.0
23/01/2026 17:22:19;43;-52;-55;0;100.0
23/01/2026 17:22:20;44;-52;-55;0;100.0
23/01/2026 17:22:21;45;-52;-55;0;100.0
23/01/2026 17:22:22;46;-52;-55;0;100.0
23/01/2026 17:22:23;47;-52;-55;0;100.0
23/01/2026 17:22:24;48;-52;-55;0;100.0
23/01/2026 17:22:25;49;-52;-55;0;100.0
23/01/2026 17:22:26;50;-52;-55;0;100.0
23/01/2026 17:22:27;51;-52;-55;0;100.0
23/01/2026 17:22:28;52;-52;-55;0;100.0
23/01/2026 17:22:29;53;-52;-55;0;100.0
23/01/2026 17:22:30;54;-52;-55;0;100.0
23/01/2026 17:22:31;55;-52;-55;0;100.0
23/01/2026 17:22:32;56;-52;-55;0;100.0
23/01/2026 17:22:33;57;-52;-55;0;100.0
23/01/2026 17:22:34;58;-52;-55;0;100.0
23/01/2026 17:22:35;59;-52;-55;0;100.0
23/01/2026 17:22:36;60;-52;-55;0;100.0
23/01/2026 17:22:37;61;-52;-55;0;100.0
23/01/2026 17:22:38;62;-52;-55;0;100.0
23/01/2026 17:22:39;63;-52;-55;0;100.0
23/01/2026 17:22:40;64;-52;-55;0;100.0
23/01/2026 17:22:41;65;-52;-55;0;100.0
23/01/2026 17:22:42;66;-52;-55;0;100.0
23/01/2026 17:22:43;67;-52;-55;0;100.0
23/01/2026 17:22:44;68;-52;-55;0;100.0
23/01/2026 17:22:45;69;-52;-55;0;100.0
23/01/2026 17:22:46;70;-52;-55;0;100.0
23/01/2026 17:22:47;71;-52;-55;0;100.0
23/01/2026 17:22:48;72;-52;-55;0;100.0
23/01/2026 17:22:49;73;-52;-55;0;100.0
23/01/2026 17:22:50;74;-52;-55;0;100.0
23/01/2026 17:22:51;75;-52;-55;0;100.0
23/01/2026 17:22:52;76;-52;-55;0;100.0
23/01/2026 17:22:53;77;-52;-55;0;100.0
23/01/2026 17:22:54;78;-52;-55;0;100.0
23/01/2026 17:22:55;79;-52;-55;0;100.0
23/01/2026 17:22:56;80;-52;-55;0;100.0
23/01/2026 17:22:57;81;-52;-55;0;100.0
23/01/2026 17:22:58;82;-52;-55;0;100.0
23/01/2026 17:22:59;83;-52;-55;0;100.0
23/01/2026 17:23:00;84;-52;-55;0;100.0
23/01/2026 17:23:01;85;-52;-55;0;100.0
23/01/2026 17:23:02;86;-52;-55;0;100.0
23/01/2026 17:23:03;87;-52;-55;0;100.0
23/01/2026 17:23:04;88;-52;-55;0;100.0
23/01/2026 17:23:05;89;-52;-55;0;100.0
23/01/2026 17:23:06;90;-52;-55;0;100.0
23/01/2026 17:23:07;91;-52;-55;0;100.0
23/01/2026 17:23:08;92;-52;-55;0;100.0
23/01/2026 17:23:09;93;-52;-55;0;100.0
23/01/2026 17:23:10;94;-52;-55;0;100.0
23/01/2026 17:23:11;95;-52;-55;0;100.0
23/01/2026 17:23:12;96;-52;-55;0;100.0
23/01/2026 17:23:13;97;-52;-55;0;100.0
23/01/2026 17:23:14;98;-52;-55;0;100.0
23/01/2026 17:23:15;99;-52;-55;0;100.0
23/01/2026 17:23:16;100;-52;-55;0;100.0
23/01/2026 17:23:17;101;-52;-55;0;100.0
23/01/2026 17:23:18;102;-52;-55;0;100.0
23/01/2026 17:23:19;103;-52;-55;0;100.0
23/01/2026 17:23:20;104;-52;-55;0;100.0
23/01/2026 17:23:21;105;-52;-55;0;100.0
23/01/2026 17:23:22;106;-52;-55;0;100.0
23/01/2026 17:23:23;107;-52;-55;0;100.0
23/01/2026 17:23:24;108;-52;-55;0;100.0
23/01/2026 17:23:25;109;-52;-55;0;100.0
23/01/2026 17:23:26;110;-52;-55;0;100.0
23/01/2026 17:23:27;111;-52;-55;0;100.0
23/01/2026 17:23:28;112;-52;-55;0;100.0
23/01/2026 17:23:29;113;-52;-55;0;100.0
23/01/2026 17:23:30;114;-52;-55;0;100.0
23/01/2026 17:23:31;115;-52;-55;0;100.0
23/01/2026 17:23:32;116;-52;-55;0;100.0
23/01/2026 17:23:33;117;-52;-55;0;100.0
23/01/2026 17:23:34;118;-52;-55;0;100.0
23/01/2026 17:23:35;119;-52;-55;0;100.0
23/01/2026 17:23:36;120;-52;-55;0;100.0
23/01/2026 17:23:37;121;-52;-55;0;100.0
23/01/2026 17:23:38;122;-52;-55;0;100.0
23/01/2026 17:23:39;123;-52;-55;0;100.0
23/01/2026 17:23:40;124;-52;-55;0;100.0
23/01/2026 17:23:41;125;-52;-55;0;100.0
23/01/2026 17:23:42;126;-52;-55;0;100.0
23/01/2026 17:23:43;127;-52;-55;0;100.0
