127,0,104,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,224,22,9,226,22,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,104,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,242,22,9,226,22,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,104,9,0,0,0,0,0,0,1,0,0,0,0,0,44,1,219,22,9,226,22,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,104,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,243,22,9,226,22,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,225,22,9,226,22,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,9,0,0,0,0,0,0,1,0,0,0,0,0,44,1,237,22,9,226,22,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,238,22,9,226,22,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,9,0,0,0,0,0,0,1,0,0,0,0,0,44,1,219,22,9,226,22,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,249,22,9,226,22,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,104,9,0,0,0,0,0,0,1,0,0,0,0,0,44,1,219,22,9,226,22,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,104,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,241,22,9,226,22,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,9,0,0,0,0,0,0,1,0,0,0,0,0,44,1,228,22,9,226,22,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,104,9,0,0,0,0,0,0,1,0,0,0,0,0,44,1,237,22,9,226,22,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,106,10,0,0,0,0,0,0,1,0,0,0,0,0,44,1,231,22,9,226,22,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
