Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Fri May 28 12:08:40 2021 ; 5324 ; -46.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:41 2021 ; 5325 ; -48.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:42 2021 ; 5326 ; -50.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:42 2021 ; 5327 ; -49.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:43 2021 ; 5328 ; -52.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:43 2021 ; 5329 ; -49.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:44 2021 ; 5330 ; -53.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:44 2021 ; 5331 ; -50.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:45 2021 ; 5332 ; -52.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:45 2021 ; 5333 ; -47.0 ; 99.92 ; 0 ; 0
Fri May 28 12:08:46 2021 ; 5334 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:46 2021 ; 5335 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:47 2021 ; 5336 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:47 2021 ; 5337 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:48 2021 ; 5338 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:48 2021 ; 5339 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:49 2021 ; 5340 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:49 2021 ; 5341 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:50 2021 ; 5342 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:50 2021 ; 5343 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:51 2021 ; 5344 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:52 2021 ; 5345 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:52 2021 ; 5346 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:53 2021 ; 5347 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:53 2021 ; 5348 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:54 2021 ; 5349 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:54 2021 ; 5350 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:55 2021 ; 5351 ; -45.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:55 2021 ; 5352 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:56 2021 ; 5353 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:56 2021 ; 5354 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:57 2021 ; 5355 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:57 2021 ; 5356 ; -45.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:58 2021 ; 5357 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:58 2021 ; 5358 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:59 2021 ; 5359 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:08:59 2021 ; 5360 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:00 2021 ; 5361 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:00 2021 ; 5362 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:01 2021 ; 5363 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:01 2021 ; 5364 ; -45.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:02 2021 ; 5365 ; -44.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:03 2021 ; 5366 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:03 2021 ; 5367 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:04 2021 ; 5368 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:04 2021 ; 5369 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:05 2021 ; 5370 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:05 2021 ; 5371 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:06 2021 ; 5372 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:06 2021 ; 5373 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:07 2021 ; 5374 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:07 2021 ; 5375 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:08 2021 ; 5376 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:08 2021 ; 5377 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:09 2021 ; 5378 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:09 2021 ; 5379 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:10 2021 ; 5380 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:11 2021 ; 5381 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:11 2021 ; 5382 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:12 2021 ; 5383 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:12 2021 ; 5384 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:13 2021 ; 5385 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:13 2021 ; 5386 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:14 2021 ; 5387 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:14 2021 ; 5388 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:15 2021 ; 5389 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:15 2021 ; 5390 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:16 2021 ; 5391 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:16 2021 ; 5392 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:17 2021 ; 5393 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:17 2021 ; 5394 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:18 2021 ; 5395 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:18 2021 ; 5396 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:19 2021 ; 5397 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:19 2021 ; 5398 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:20 2021 ; 5399 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:20 2021 ; 5400 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:21 2021 ; 5401 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:22 2021 ; 5402 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:22 2021 ; 5403 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:23 2021 ; 5404 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:23 2021 ; 5405 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:24 2021 ; 5406 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:24 2021 ; 5407 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:25 2021 ; 5408 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:25 2021 ; 5409 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:26 2021 ; 5410 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:26 2021 ; 5411 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:27 2021 ; 5412 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:27 2021 ; 5413 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:28 2021 ; 5414 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:28 2021 ; 5415 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:29 2021 ; 5416 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:29 2021 ; 5417 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:30 2021 ; 5418 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:30 2021 ; 5419 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:31 2021 ; 5420 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:31 2021 ; 5421 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:32 2021 ; 5422 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:32 2021 ; 5423 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:33 2021 ; 5424 ; -44.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:33 2021 ; 5425 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:34 2021 ; 5426 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:35 2021 ; 5427 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:35 2021 ; 5428 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:36 2021 ; 5429 ; -59.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:36 2021 ; 5430 ; -63.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:37 2021 ; 5431 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:37 2021 ; 5432 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:38 2021 ; 5433 ; -44.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:38 2021 ; 5434 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:39 2021 ; 5435 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:39 2021 ; 5436 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:40 2021 ; 5437 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:40 2021 ; 5438 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:41 2021 ; 5439 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:41 2021 ; 5440 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:42 2021 ; 5441 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:42 2021 ; 5442 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:43 2021 ; 5443 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:43 2021 ; 5444 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:44 2021 ; 5445 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:44 2021 ; 5446 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:45 2021 ; 5447 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:46 2021 ; 5448 ; -44.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:46 2021 ; 5449 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:47 2021 ; 5450 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:47 2021 ; 5451 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:48 2021 ; 5452 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:48 2021 ; 5453 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:49 2021 ; 5454 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:49 2021 ; 5455 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:50 2021 ; 5456 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:50 2021 ; 5457 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:51 2021 ; 5458 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:51 2021 ; 5459 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:52 2021 ; 5460 ; -61.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:52 2021 ; 5461 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:53 2021 ; 5462 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:53 2021 ; 5463 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:54 2021 ; 5464 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:54 2021 ; 5465 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:55 2021 ; 5466 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:55 2021 ; 5467 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:56 2021 ; 5468 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:57 2021 ; 5469 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:57 2021 ; 5470 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:58 2021 ; 5471 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:58 2021 ; 5472 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:59 2021 ; 5473 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:09:59 2021 ; 5474 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:00 2021 ; 5475 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:00 2021 ; 5476 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:01 2021 ; 5477 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:01 2021 ; 5478 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:02 2021 ; 5479 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:02 2021 ; 5480 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:03 2021 ; 5481 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:03 2021 ; 5482 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:04 2021 ; 5483 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:04 2021 ; 5484 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:05 2021 ; 5485 ; -58.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:05 2021 ; 5486 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:06 2021 ; 5487 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:06 2021 ; 5488 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:07 2021 ; 5489 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:08 2021 ; 5490 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:08 2021 ; 5491 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:09 2021 ; 5492 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:09 2021 ; 5493 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:10 2021 ; 5494 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:10 2021 ; 5495 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:11 2021 ; 5496 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:11 2021 ; 5497 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:12 2021 ; 5498 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:12 2021 ; 5499 ; -58.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:13 2021 ; 5500 ; -59.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:13 2021 ; 5501 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:14 2021 ; 5502 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:14 2021 ; 5503 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:15 2021 ; 5504 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:16 2021 ; 5505 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:16 2021 ; 5506 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:17 2021 ; 5507 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:17 2021 ; 5508 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:18 2021 ; 5509 ; -58.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:18 2021 ; 5510 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:19 2021 ; 5511 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:19 2021 ; 5512 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:20 2021 ; 5513 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:20 2021 ; 5514 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:21 2021 ; 5515 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:21 2021 ; 5516 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:22 2021 ; 5517 ; -58.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:22 2021 ; 5518 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:23 2021 ; 5519 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:23 2021 ; 5520 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:24 2021 ; 5521 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:24 2021 ; 5522 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:25 2021 ; 5523 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:25 2021 ; 5524 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:26 2021 ; 5525 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:27 2021 ; 5526 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:27 2021 ; 5527 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:28 2021 ; 5528 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:28 2021 ; 5529 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:29 2021 ; 5530 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:29 2021 ; 5531 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:30 2021 ; 5532 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:30 2021 ; 5533 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:31 2021 ; 5534 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:31 2021 ; 5535 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:32 2021 ; 5536 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:32 2021 ; 5537 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:33 2021 ; 5538 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:33 2021 ; 5539 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:34 2021 ; 5540 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:34 2021 ; 5541 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:35 2021 ; 5542 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:35 2021 ; 5543 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:36 2021 ; 5544 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:36 2021 ; 5545 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:37 2021 ; 5546 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:38 2021 ; 5547 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:38 2021 ; 5548 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:39 2021 ; 5549 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:39 2021 ; 5550 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:40 2021 ; 5551 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:40 2021 ; 5552 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:41 2021 ; 5553 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:41 2021 ; 5554 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:42 2021 ; 5555 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:42 2021 ; 5556 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:43 2021 ; 5557 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:43 2021 ; 5558 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:44 2021 ; 5559 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:44 2021 ; 5560 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:45 2021 ; 5561 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:45 2021 ; 5562 ; -59.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:46 2021 ; 5563 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:46 2021 ; 5564 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:47 2021 ; 5565 ; -47.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:48 2021 ; 5566 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:48 2021 ; 5567 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:49 2021 ; 5568 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:49 2021 ; 5569 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:50 2021 ; 5570 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:50 2021 ; 5571 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:51 2021 ; 5572 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:51 2021 ; 5573 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:52 2021 ; 5574 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:52 2021 ; 5575 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:53 2021 ; 5576 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:53 2021 ; 5577 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:54 2021 ; 5578 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:54 2021 ; 5579 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:55 2021 ; 5580 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:55 2021 ; 5581 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:56 2021 ; 5582 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:56 2021 ; 5583 ; -48.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:57 2021 ; 5584 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:57 2021 ; 5585 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:58 2021 ; 5586 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:58 2021 ; 5587 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:10:59 2021 ; 5588 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:00 2021 ; 5589 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:00 2021 ; 5590 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:01 2021 ; 5591 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:01 2021 ; 5592 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:02 2021 ; 5593 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:02 2021 ; 5594 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:03 2021 ; 5595 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:03 2021 ; 5596 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:04 2021 ; 5597 ; -49.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:04 2021 ; 5598 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:05 2021 ; 5599 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:05 2021 ; 5600 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:06 2021 ; 5601 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:06 2021 ; 5602 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:07 2021 ; 5603 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:07 2021 ; 5604 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:08 2021 ; 5605 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:09 2021 ; 5606 ; -57.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:09 2021 ; 5607 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:10 2021 ; 5608 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:10 2021 ; 5609 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:11 2021 ; 5610 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:11 2021 ; 5611 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:12 2021 ; 5612 ; -53.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:12 2021 ; 5613 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:13 2021 ; 5614 ; -56.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:13 2021 ; 5615 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:14 2021 ; 5616 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:14 2021 ; 5617 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:15 2021 ; 5618 ; -51.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:15 2021 ; 5619 ; -52.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:16 2021 ; 5620 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:16 2021 ; 5621 ; -58.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:17 2021 ; 5622 ; -50.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:17 2021 ; 5623 ; -54.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:18 2021 ; 5624 ; -55.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:19 2021 ; 5625 ; -46.0 ; 99.93 ; 0 ; 0
Fri May 28 12:11:19 2021 ; 5626 ; -54.0 ; 99.93 ; 0 ; 0
