Time stamp;Contador;RSSI_DL;PSR;Status LED NodeMCU; Status LED Esp
Fri May 28 11:22:12 2021 ; 1 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:13 2021 ; 2 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:13 2021 ; 3 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:14 2021 ; 4 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:15 2021 ; 5 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:15 2021 ; 6 ; -43.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:16 2021 ; 7 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:16 2021 ; 8 ; -49.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:17 2021 ; 9 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:17 2021 ; 10 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:18 2021 ; 11 ; -51.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:18 2021 ; 12 ; -53.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:19 2021 ; 13 ; -50.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:19 2021 ; 14 ; -52.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:20 2021 ; 15 ; -47.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:20 2021 ; 16 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:21 2021 ; 17 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:21 2021 ; 18 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:22 2021 ; 19 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:22 2021 ; 20 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:23 2021 ; 21 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:23 2021 ; 22 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:24 2021 ; 23 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:25 2021 ; 24 ; -47.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:25 2021 ; 25 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:26 2021 ; 26 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:26 2021 ; 27 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:27 2021 ; 28 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:27 2021 ; 29 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:28 2021 ; 30 ; -47.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:28 2021 ; 31 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:29 2021 ; 32 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:29 2021 ; 33 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:30 2021 ; 34 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:30 2021 ; 35 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:31 2021 ; 36 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:31 2021 ; 37 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:32 2021 ; 38 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:32 2021 ; 39 ; -43.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:33 2021 ; 40 ; -47.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:33 2021 ; 41 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:34 2021 ; 42 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:35 2021 ; 43 ; -43.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:35 2021 ; 44 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:36 2021 ; 45 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:36 2021 ; 46 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:37 2021 ; 47 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:37 2021 ; 48 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:38 2021 ; 49 ; -43.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:38 2021 ; 50 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:39 2021 ; 51 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:39 2021 ; 52 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:40 2021 ; 53 ; -42.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:40 2021 ; 54 ; -48.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:41 2021 ; 55 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:41 2021 ; 56 ; -44.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:42 2021 ; 57 ; -46.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:42 2021 ; 58 ; -45.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:43 2021 ; 59 ; -56.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:43 2021 ; 60 ; -62.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:44 2021 ; 61 ; -48.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:44 2021 ; 62 ; -59.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:45 2021 ; 63 ; -60.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:45 2021 ; 64 ; -48.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:46 2021 ; 65 ; -52.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:46 2021 ; 66 ; -56.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:47 2021 ; 67 ; -55.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:48 2021 ; 68 ; -58.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:48 2021 ; 69 ; -55.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:49 2021 ; 70 ; -58.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:49 2021 ; 71 ; -59.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:50 2021 ; 72 ; -62.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:50 2021 ; 73 ; -66.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:51 2021 ; 74 ; -73.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:51 2021 ; 75 ; -71.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:52 2021 ; 76 ; -67.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:52 2021 ; 77 ; -72.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:53 2021 ; 78 ; -75.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:53 2021 ; 79 ; -65.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:54 2021 ; 80 ; -64.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:54 2021 ; 81 ; -65.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:55 2021 ; 82 ; -66.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:55 2021 ; 83 ; -71.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:56 2021 ; 84 ; -73.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:56 2021 ; 85 ; -68.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:57 2021 ; 86 ; -67.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:57 2021 ; 87 ; -64.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:58 2021 ; 88 ; -64.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:58 2021 ; 89 ; -62.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:59 2021 ; 90 ; -57.0 ; 100.0 ; 0 ; 0
Fri May 28 11:22:59 2021 ; 91 ; -61.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:00 2021 ; 92 ; -59.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:01 2021 ; 93 ; -64.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:01 2021 ; 94 ; -69.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:02 2021 ; 95 ; -64.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:02 2021 ; 96 ; -68.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:03 2021 ; 97 ; -68.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:03 2021 ; 98 ; -65.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:04 2021 ; 99 ; -66.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:04 2021 ; 100 ; -56.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:05 2021 ; 101 ; -47.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:05 2021 ; 102 ; -55.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:06 2021 ; 103 ; -55.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:06 2021 ; 104 ; -58.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:07 2021 ; 105 ; -56.0 ; 100.0 ; 0 ; 0
Fri May 28 11:23:08 2021 ; 106 ;; 99.06 ;;
Fri May 28 11:23:09 2021 ; 107 ;; 98.13 ;;
Fri May 28 11:23:10 2021 ; 108 ;; 97.22 ;;
Fri May 28 11:23:11 2021 ; 109 ;; 96.33 ;;
Fri May 28 11:23:11 2021 ; 110 ; -57.0 ; 96.36 ; 0 ; 0
Fri May 28 11:23:12 2021 ; 111 ; -52.0 ; 96.4 ; 0 ; 0
Fri May 28 11:23:12 2021 ; 112 ; -50.0 ; 96.43 ; 0 ; 0
Fri May 28 11:23:13 2021 ; 113 ; -54.0 ; 96.46 ; 0 ; 0
Fri May 28 11:23:13 2021 ; 114 ; -54.0 ; 96.49 ; 0 ; 0
Fri May 28 11:23:14 2021 ; 115 ; -52.0 ; 96.52 ; 0 ; 0
Fri May 28 11:23:14 2021 ; 116 ; -49.0 ; 96.55 ; 0 ; 0
Fri May 28 11:23:15 2021 ; 117 ; -42.0 ; 96.58 ; 0 ; 0
Fri May 28 11:23:15 2021 ; 118 ; -43.0 ; 96.61 ; 0 ; 0
Fri May 28 11:23:16 2021 ; 119 ; -45.0 ; 96.64 ; 0 ; 0
Fri May 28 11:23:17 2021 ; 120 ; -48.0 ; 96.67 ; 0 ; 0
Fri May 28 11:23:17 2021 ; 121 ; -55.0 ; 96.69 ; 0 ; 0
Fri May 28 11:23:18 2021 ; 122 ; -53.0 ; 96.72 ; 0 ; 0
Fri May 28 11:23:18 2021 ; 123 ; -51.0 ; 96.75 ; 0 ; 0
Fri May 28 11:23:19 2021 ; 124 ; -54.0 ; 96.77 ; 0 ; 0
Fri May 28 11:23:19 2021 ; 125 ; -51.0 ; 96.8 ; 0 ; 0
Fri May 28 11:23:20 2021 ; 126 ; -59.0 ; 96.83 ; 0 ; 0
Fri May 28 11:23:20 2021 ; 127 ; -64.0 ; 96.85 ; 0 ; 0
Fri May 28 11:23:21 2021 ; 128 ; -66.0 ; 96.88 ; 0 ; 0
Fri May 28 11:23:21 2021 ; 129 ; -61.0 ; 96.9 ; 0 ; 0
Fri May 28 11:23:22 2021 ; 130 ; -68.0 ; 96.92 ; 0 ; 0
Fri May 28 11:23:22 2021 ; 131 ; -68.0 ; 96.95 ; 0 ; 0
Fri May 28 11:23:23 2021 ; 132 ; -58.0 ; 96.97 ; 0 ; 0
Fri May 28 11:23:23 2021 ; 133 ; -61.0 ; 96.99 ; 0 ; 0
Fri May 28 11:23:24 2021 ; 134 ; -62.0 ; 97.01 ; 0 ; 0
Fri May 28 11:23:24 2021 ; 135 ; -70.0 ; 97.04 ; 0 ; 0
Fri May 28 11:23:25 2021 ; 136 ; -63.0 ; 97.06 ; 0 ; 0
Fri May 28 11:23:25 2021 ; 137 ; -66.0 ; 97.08 ; 0 ; 0
Fri May 28 11:23:26 2021 ; 138 ; -62.0 ; 97.1 ; 0 ; 0
Fri May 28 11:23:26 2021 ; 139 ; -63.0 ; 97.12 ; 0 ; 0
Fri May 28 11:23:27 2021 ; 140 ; -60.0 ; 97.14 ; 0 ; 0
Fri May 28 11:23:27 2021 ; 141 ; -59.0 ; 97.16 ; 0 ; 0
Fri May 28 11:23:28 2021 ; 142 ; -59.0 ; 97.18 ; 0 ; 0
Fri May 28 11:23:28 2021 ; 143 ; -60.0 ; 97.2 ; 0 ; 0
Fri May 28 11:23:29 2021 ; 144 ; -59.0 ; 97.22 ; 0 ; 0
Fri May 28 11:23:29 2021 ; 145 ; -58.0 ; 97.24 ; 0 ; 0
Fri May 28 11:23:30 2021 ; 146 ; -56.0 ; 97.26 ; 0 ; 0
Fri May 28 11:23:31 2021 ; 147 ; -53.0 ; 97.28 ; 0 ; 0
Fri May 28 11:23:31 2021 ; 148 ; -54.0 ; 97.3 ; 0 ; 0
Fri May 28 11:23:32 2021 ; 149 ; -58.0 ; 97.32 ; 0 ; 0
Fri May 28 11:23:32 2021 ; 150 ; -57.0 ; 97.33 ; 0 ; 0
Fri May 28 11:23:33 2021 ; 151 ; -61.0 ; 97.35 ; 0 ; 0
Fri May 28 11:23:33 2021 ; 152 ; -60.0 ; 97.37 ; 0 ; 0
Fri May 28 11:23:34 2021 ; 153 ; -58.0 ; 97.39 ; 0 ; 0
Fri May 28 11:23:34 2021 ; 154 ; -60.0 ; 97.4 ; 0 ; 0
Fri May 28 11:23:35 2021 ; 155 ; -60.0 ; 97.42 ; 0 ; 0
Fri May 28 11:23:35 2021 ; 156 ; -58.0 ; 97.44 ; 0 ; 0
Fri May 28 11:23:36 2021 ; 157 ; -62.0 ; 97.45 ; 0 ; 0
Fri May 28 11:23:36 2021 ; 158 ; -64.0 ; 97.47 ; 0 ; 0
Fri May 28 11:23:37 2021 ; 159 ; -62.0 ; 97.48 ; 0 ; 0
Fri May 28 11:23:37 2021 ; 160 ; -56.0 ; 97.5 ; 0 ; 0
Fri May 28 11:23:38 2021 ; 161 ; -60.0 ; 97.52 ; 0 ; 0
Fri May 28 11:23:38 2021 ; 162 ; -63.0 ; 97.53 ; 0 ; 0
Fri May 28 11:23:39 2021 ; 163 ; -66.0 ; 97.55 ; 0 ; 0
Fri May 28 11:23:39 2021 ; 164 ; -66.0 ; 97.56 ; 0 ; 0
Fri May 28 11:23:40 2021 ; 165 ; -57.0 ; 97.58 ; 0 ; 0
Fri May 28 11:23:40 2021 ; 166 ; -62.0 ; 97.59 ; 0 ; 0
Fri May 28 11:23:41 2021 ; 167 ; -63.0 ; 97.6 ; 0 ; 0
Fri May 28 11:23:41 2021 ; 168 ; -62.0 ; 97.62 ; 0 ; 0
Fri May 28 11:23:42 2021 ; 169 ; -65.0 ; 97.63 ; 0 ; 0
Fri May 28 11:23:42 2021 ; 170 ; -63.0 ; 97.65 ; 0 ; 0
Fri May 28 11:23:43 2021 ; 171 ; -58.0 ; 97.66 ; 0 ; 0
Fri May 28 11:23:43 2021 ; 172 ; -55.0 ; 97.67 ; 0 ; 0
Fri May 28 11:23:44 2021 ; 173 ; -62.0 ; 97.69 ; 0 ; 0
Fri May 28 11:23:45 2021 ; 174 ; -61.0 ; 97.7 ; 0 ; 0
Fri May 28 11:23:45 2021 ; 175 ; -54.0 ; 97.71 ; 0 ; 0
Fri May 28 11:23:46 2021 ; 176 ; -57.0 ; 97.73 ; 0 ; 0
Fri May 28 11:23:46 2021 ; 177 ; -61.0 ; 97.74 ; 0 ; 0
Fri May 28 11:23:47 2021 ; 178 ; -61.0 ; 97.75 ; 0 ; 0
Fri May 28 11:23:47 2021 ; 179 ; -59.0 ; 97.77 ; 0 ; 0
Fri May 28 11:23:48 2021 ; 180 ; -63.0 ; 97.78 ; 0 ; 0
Fri May 28 11:23:48 2021 ; 181 ; -61.0 ; 97.79 ; 0 ; 0
Fri May 28 11:23:49 2021 ; 182 ; -56.0 ; 97.8 ; 0 ; 0
Fri May 28 11:23:49 2021 ; 183 ; -54.0 ; 97.81 ; 0 ; 0
Fri May 28 11:23:50 2021 ; 184 ; -52.0 ; 97.83 ; 0 ; 0
Fri May 28 11:23:50 2021 ; 185 ; -54.0 ; 97.84 ; 0 ; 0
Fri May 28 11:23:51 2021 ; 186 ; -51.0 ; 97.85 ; 0 ; 0
Fri May 28 11:23:51 2021 ; 187 ; -53.0 ; 97.86 ; 0 ; 0
Fri May 28 11:23:52 2021 ; 188 ; -48.0 ; 97.87 ; 0 ; 0
Fri May 28 11:23:52 2021 ; 189 ; -49.0 ; 97.88 ; 0 ; 0
Fri May 28 11:23:53 2021 ; 190 ; -54.0 ; 97.89 ; 0 ; 0
Fri May 28 11:23:53 2021 ; 191 ; -49.0 ; 97.91 ; 0 ; 0
Fri May 28 11:23:54 2021 ; 192 ; -53.0 ; 97.92 ; 0 ; 0
Fri May 28 11:23:54 2021 ; 193 ; -51.0 ; 97.93 ; 0 ; 0
Fri May 28 11:23:55 2021 ; 194 ; -51.0 ; 97.94 ; 0 ; 0
Fri May 28 11:23:55 2021 ; 195 ; -50.0 ; 97.95 ; 0 ; 0
Fri May 28 11:23:56 2021 ; 196 ; -47.0 ; 97.96 ; 0 ; 0
Fri May 28 11:23:56 2021 ; 197 ; -50.0 ; 97.97 ; 0 ; 0
Fri May 28 11:23:57 2021 ; 198 ; -52.0 ; 97.98 ; 0 ; 0
Fri May 28 11:23:57 2021 ; 199 ; -51.0 ; 97.99 ; 0 ; 0
Fri May 28 11:23:58 2021 ; 200 ; -49.0 ; 98.0 ; 0 ; 0
Fri May 28 11:23:58 2021 ; 201 ; -53.0 ; 98.01 ; 0 ; 0
Fri May 28 11:23:59 2021 ; 202 ; -53.0 ; 98.02 ; 0 ; 0
Fri May 28 11:23:59 2021 ; 203 ; -51.0 ; 98.03 ; 0 ; 0
Fri May 28 11:24:00 2021 ; 204 ; -50.0 ; 98.04 ; 0 ; 0
Fri May 28 11:24:00 2021 ; 205 ; -52.0 ; 98.05 ; 0 ; 0
Fri May 28 11:24:01 2021 ; 206 ; -54.0 ; 98.06 ; 0 ; 0
Fri May 28 11:24:02 2021 ; 207 ; -54.0 ; 98.07 ; 0 ; 0
Fri May 28 11:24:02 2021 ; 208 ; -51.0 ; 98.08 ; 0 ; 0
Fri May 28 11:24:03 2021 ; 209 ; -51.0 ; 98.09 ; 0 ; 0
Fri May 28 11:24:03 2021 ; 210 ; -50.0 ; 98.1 ; 0 ; 0
Fri May 28 11:24:04 2021 ; 211 ; -52.0 ; 98.1 ; 0 ; 0
Fri May 28 11:24:04 2021 ; 212 ; -54.0 ; 98.11 ; 0 ; 0
Fri May 28 11:24:05 2021 ; 213 ; -53.0 ; 98.12 ; 0 ; 0
Fri May 28 11:24:05 2021 ; 214 ; -54.0 ; 98.13 ; 0 ; 0
Fri May 28 11:24:06 2021 ; 215 ; -54.0 ; 98.14 ; 0 ; 0
Fri May 28 11:24:06 2021 ; 216 ; -54.0 ; 98.15 ; 0 ; 0
Fri May 28 11:24:07 2021 ; 217 ; -55.0 ; 98.16 ; 0 ; 0
Fri May 28 11:24:07 2021 ; 218 ; -50.0 ; 98.17 ; 0 ; 0
Fri May 28 11:24:08 2021 ; 219 ; -51.0 ; 98.17 ; 0 ; 0
Fri May 28 11:24:08 2021 ; 220 ; -51.0 ; 98.18 ; 0 ; 0
Fri May 28 11:24:09 2021 ; 221 ; -55.0 ; 98.19 ; 0 ; 0
Fri May 28 11:24:09 2021 ; 222 ; -50.0 ; 98.2 ; 0 ; 0
Fri May 28 11:24:10 2021 ; 223 ; -49.0 ; 98.21 ; 0 ; 0
Fri May 28 11:24:10 2021 ; 224 ; -50.0 ; 98.21 ; 0 ; 0
Fri May 28 11:24:11 2021 ; 225 ; -49.0 ; 98.22 ; 0 ; 0
Fri May 28 11:24:11 2021 ; 226 ; -53.0 ; 98.23 ; 0 ; 0
Fri May 28 11:24:12 2021 ; 227 ; -54.0 ; 98.24 ; 0 ; 0
Fri May 28 11:24:12 2021 ; 228 ; -55.0 ; 98.25 ; 0 ; 0
Fri May 28 11:24:13 2021 ; 229 ; -54.0 ; 98.25 ; 0 ; 0
Fri May 28 11:24:14 2021 ; 230 ; -52.0 ; 98.26 ; 0 ; 0
Fri May 28 11:24:14 2021 ; 231 ; -52.0 ; 98.27 ; 0 ; 0
Fri May 28 11:24:15 2021 ; 232 ; -51.0 ; 98.28 ; 0 ; 0
Fri May 28 11:24:15 2021 ; 233 ; -52.0 ; 98.28 ; 0 ; 0
Fri May 28 11:24:16 2021 ; 234 ; -46.0 ; 98.29 ; 0 ; 0
Fri May 28 11:24:16 2021 ; 235 ; -47.0 ; 98.3 ; 0 ; 0
Fri May 28 11:24:17 2021 ; 236 ; -48.0 ; 98.31 ; 0 ; 0
Fri May 28 11:24:17 2021 ; 237 ; -49.0 ; 98.31 ; 0 ; 0
Fri May 28 11:24:18 2021 ; 238 ; -47.0 ; 98.32 ; 0 ; 0
Fri May 28 11:24:18 2021 ; 239 ; -48.0 ; 98.33 ; 0 ; 0
Fri May 28 11:24:19 2021 ; 240 ; -50.0 ; 98.33 ; 0 ; 0
Fri May 28 11:24:19 2021 ; 241 ; -53.0 ; 98.34 ; 0 ; 0
Fri May 28 11:24:20 2021 ; 242 ; -50.0 ; 98.35 ; 0 ; 0
Fri May 28 11:24:20 2021 ; 243 ; -48.0 ; 98.35 ; 0 ; 0
Fri May 28 11:24:21 2021 ; 244 ; -47.0 ; 98.36 ; 0 ; 0
Fri May 28 11:24:21 2021 ; 245 ; -49.0 ; 98.37 ; 0 ; 0
Fri May 28 11:24:22 2021 ; 246 ; -49.0 ; 98.37 ; 0 ; 0
Fri May 28 11:24:22 2021 ; 247 ; -48.0 ; 98.38 ; 0 ; 0
Fri May 28 11:24:23 2021 ; 248 ; -51.0 ; 98.39 ; 0 ; 0
Fri May 28 11:24:23 2021 ; 249 ; -49.0 ; 98.39 ; 0 ; 0
Fri May 28 11:24:24 2021 ; 250 ; -48.0 ; 98.4 ; 0 ; 0
Fri May 28 11:24:24 2021 ; 251 ; -52.0 ; 98.41 ; 0 ; 0
Fri May 28 11:24:25 2021 ; 252 ; -49.0 ; 98.41 ; 0 ; 0
Fri May 28 11:24:25 2021 ; 253 ; -49.0 ; 98.42 ; 0 ; 0
Fri May 28 11:24:26 2021 ; 254 ; -49.0 ; 98.43 ; 0 ; 0
Fri May 28 11:24:26 2021 ; 255 ; -46.0 ; 98.43 ; 0 ; 0
Fri May 28 11:24:27 2021 ; 256 ; -49.0 ; 98.44 ; 0 ; 0
Fri May 28 11:24:27 2021 ; 257 ; -54.0 ; 98.44 ; 0 ; 0
Fri May 28 11:24:28 2021 ; 258 ; -51.0 ; 98.45 ; 0 ; 0
Fri May 28 11:24:29 2021 ; 259 ; -47.0 ; 98.46 ; 0 ; 0
Fri May 28 11:24:29 2021 ; 260 ; -47.0 ; 98.46 ; 0 ; 0
Fri May 28 11:24:30 2021 ; 261 ; -48.0 ; 98.47 ; 0 ; 0
Fri May 28 11:24:30 2021 ; 262 ; -46.0 ; 98.47 ; 0 ; 0
Fri May 28 11:24:31 2021 ; 263 ; -52.0 ; 98.48 ; 0 ; 0
Fri May 28 11:24:31 2021 ; 264 ; -53.0 ; 98.48 ; 0 ; 0
Fri May 28 11:24:32 2021 ; 265 ; -50.0 ; 98.49 ; 0 ; 0
Fri May 28 11:24:32 2021 ; 266 ; -48.0 ; 98.5 ; 0 ; 0
Fri May 28 11:24:33 2021 ; 267 ; -52.0 ; 98.5 ; 0 ; 0
Fri May 28 11:24:33 2021 ; 268 ; -53.0 ; 98.51 ; 0 ; 0
Fri May 28 11:24:34 2021 ; 269 ; -52.0 ; 98.51 ; 0 ; 0
Fri May 28 11:24:34 2021 ; 270 ; -49.0 ; 98.52 ; 0 ; 0
Fri May 28 11:24:35 2021 ; 271 ; -46.0 ; 98.52 ; 0 ; 0
Fri May 28 11:24:35 2021 ; 272 ; -49.0 ; 98.53 ; 0 ; 0
Fri May 28 11:24:36 2021 ; 273 ; -46.0 ; 98.53 ; 0 ; 0
Fri May 28 11:24:36 2021 ; 274 ; -45.0 ; 98.54 ; 0 ; 0
Fri May 28 11:24:37 2021 ; 275 ; -52.0 ; 98.55 ; 0 ; 0
Fri May 28 11:24:37 2021 ; 276 ; -53.0 ; 98.55 ; 0 ; 0
Fri May 28 11:24:38 2021 ; 277 ; -51.0 ; 98.56 ; 0 ; 0
Fri May 28 11:24:38 2021 ; 278 ; -51.0 ; 98.56 ; 0 ; 0
Fri May 28 11:24:39 2021 ; 279 ; -48.0 ; 98.57 ; 0 ; 0
Fri May 28 11:24:39 2021 ; 280 ; -49.0 ; 98.57 ; 0 ; 0
Fri May 28 11:24:40 2021 ; 281 ; -46.0 ; 98.58 ; 0 ; 0
Fri May 28 11:24:40 2021 ; 282 ; -46.0 ; 98.58 ; 0 ; 0
Fri May 28 11:24:41 2021 ; 283 ; -49.0 ; 98.59 ; 0 ; 0
Fri May 28 11:24:42 2021 ; 284 ; -48.0 ; 98.59 ; 0 ; 0
Fri May 28 11:24:42 2021 ; 285 ; -47.0 ; 98.6 ; 0 ; 0
Fri May 28 11:24:43 2021 ; 286 ; -49.0 ; 98.6 ; 0 ; 0
Fri May 28 11:24:43 2021 ; 287 ; -49.0 ; 98.61 ; 0 ; 0
Fri May 28 11:24:44 2021 ; 288 ; -54.0 ; 98.61 ; 0 ; 0
Fri May 28 11:24:44 2021 ; 289 ; -50.0 ; 98.62 ; 0 ; 0
Fri May 28 11:24:45 2021 ; 290 ; -49.0 ; 98.62 ; 0 ; 0
Fri May 28 11:24:45 2021 ; 291 ; -49.0 ; 98.63 ; 0 ; 0
Fri May 28 11:24:46 2021 ; 292 ; -48.0 ; 98.63 ; 0 ; 0
Fri May 28 11:24:46 2021 ; 293 ; -50.0 ; 98.63 ; 0 ; 0
Fri May 28 11:24:47 2021 ; 294 ; -48.0 ; 98.64 ; 0 ; 0
Fri May 28 11:24:47 2021 ; 295 ; -51.0 ; 98.64 ; 0 ; 0
Fri May 28 11:24:48 2021 ; 296 ; -52.0 ; 98.65 ; 0 ; 0
Fri May 28 11:24:48 2021 ; 297 ; -52.0 ; 98.65 ; 0 ; 0
Fri May 28 11:24:49 2021 ; 298 ; -51.0 ; 98.66 ; 0 ; 0
Fri May 28 11:24:49 2021 ; 299 ; -54.0 ; 98.66 ; 0 ; 0
Fri May 28 11:24:50 2021 ; 300 ; -50.0 ; 98.67 ; 0 ; 0
Fri May 28 11:24:50 2021 ; 301 ; -47.0 ; 98.67 ; 0 ; 0
Fri May 28 11:24:51 2021 ; 302 ; -49.0 ; 98.68 ; 0 ; 0
Fri May 28 11:24:51 2021 ; 303 ; -50.0 ; 98.68 ; 0 ; 0
Fri May 28 11:24:52 2021 ; 304 ; -50.0 ; 98.68 ; 0 ; 0
Fri May 28 11:24:52 2021 ; 305 ; -50.0 ; 98.69 ; 0 ; 0
Fri May 28 11:24:53 2021 ; 306 ; -54.0 ; 98.69 ; 0 ; 0
Fri May 28 11:24:54 2021 ; 307 ; -49.0 ; 98.7 ; 0 ; 0
Fri May 28 11:24:54 2021 ; 308 ; -48.0 ; 98.7 ; 0 ; 0
Fri May 28 11:24:55 2021 ; 309 ; -49.0 ; 98.71 ; 0 ; 0
Fri May 28 11:24:55 2021 ; 310 ; -49.0 ; 98.71 ; 0 ; 0
Fri May 28 11:24:56 2021 ; 311 ; -48.0 ; 98.71 ; 0 ; 0
